meter_id,timestamp,consumption_kwh,voltage_v,current_a,power_factor,status
M-107,2026-09-01 01:00:00,15.75,222.96,73.26,0.961,OK
M-107,2026-09-01 02:00:00,13.74,223.57,69.71,0.937,OK
M-107,2026-09-01 03:00:00,15.06,221.74,73.36,0.987,OK
M-107,2026-09-01 04:00:00,14.39,222.47,66.15,0.932,OK
M-107,2026-09-01 05:00:00,14.92,222.24,68.92,0.959,OK
M-107,2026-09-01 06:00:00,19.78,222.46,87.11,0.99,OK
M-107,2026-09-01 07:00:00,20.01,219.44,88.62,0.94,OK
M-107,2026-09-01 08:00:00,23.31,220.98,105.92,0.977,OK
M-107,2026-09-01 09:00:00,24.77,219.55,107.04,0.97,OK
M-107,2026-09-01 10:00:00,23.47,221.85,102.34,0.965,OK
M-107,2026-09-01 11:00:00,21.09,220.87,105.05,0.961,OK
M-107,2026-09-01 12:00:00,23.0,221.87,105.02,0.943,OK
M-107,2026-09-01 13:00:00,24.06,219.38,104.19,0.961,OK
M-107,2026-09-01 14:00:00,23.77,220.36,110.29,0.938,OK
M-107,2026-09-01 15:00:00,24.88,222.5,102.95,0.97,OK
M-107,2026-09-01 16:00:00,24.38,220.02,105.46,0.947,OK
M-107,2026-09-01 17:00:00,22.22,221.77,104.63,0.96,OK
M-107,2026-09-01 18:00:00,18.27,221.55,90.35,0.973,OK
M-107,2026-09-01 19:00:00,19.89,221.57,91.5,0.965,OK
M-107,2026-09-01 20:00:00,18.03,220.95,87.95,0.946,OK
M-107,2026-09-01 21:00:00,19.76,221.47,90.22,0.947,OK
M-107,2026-09-01 22:00:00,18.58,221.42,91.61,0.935,OK
M-107,2026-09-01 23:00:00,19.13,221.04,83.09,0.947,OK
M-107,2026-09-02 00:00:00,14.55,219.61,73.87,0.961,OK
M-107,2026-09-02 01:00:00,17.31,220.96,72.35,0.933,OK
M-107,2026-09-02 02:00:00,13.76,220.18,67.89,0.939,OK
M-107,2026-09-02 03:00:00,14.79,221.58,68.81,0.931,OK
M-107,2026-09-02 04:00:00,14.44,220.77,68.64,0.978,OK
M-107,2026-09-02 05:00:00,15.35,221.5,64.28,0.958,OK
M-107,2026-09-02 06:00:00,19.19,223.11,84.68,0.934,OK
M-107,2026-09-02 07:00:00,19.98,221.72,88.92,0.976,OK
M-107,2026-09-02 08:00:00,24.08,222.33,105.84,0.941,OK
M-107,2026-09-02 09:00:00,23.68,219.76,103.64,0.951,OK
M-107,2026-09-02 10:00:00,23.89,221.6,102.41,0.938,OK
M-107,2026-09-02 11:00:00,24.8,219.65,106.46,0.951,OK
M-107,2026-09-02 12:00:00,22.6,221.0,111.33,0.948,OK
M-107,2026-09-02 13:00:00,24.11,219.45,104.51,0.956,OK
M-107,2026-09-02 14:00:00,22.42,222.0,104.22,0.958,OK
M-107,2026-09-02 15:00:00,22.27,219.92,105.66,0.977,OK
M-107,2026-09-02 16:00:00,24.43,221.69,106.26,0.93,OK
M-107,2026-09-02 17:00:00,22.85,221.54,107.83,0.949,OK
M-107,2026-09-02 18:00:00,19.57,220.8,88.56,0.946,OK
M-107,2026-09-02 19:00:00,18.89,221.49,89.02,0.953,OK
M-107,2026-09-02 20:00:00,18.14,221.48,85.32,0.972,OK
M-107,2026-09-02 21:00:00,19.47,221.27,87.08,0.933,OK
M-107,2026-09-02 22:00:00,20.63,220.2,88.88,0.947,OK
M-107,2026-09-02 23:00:00,18.79,220.76,92.26,0.952,OK
M-107,2026-09-03 00:00:00,15.69,221.23,66.9,0.954,OK
M-107,2026-09-03 01:00:00,13.57,220.95,69.88,0.952,OK
M-107,2026-09-03 02:00:00,15.16,222.6,69.9,0.932,OK
M-107,2026-09-03 03:00:00,14.78,221.58,71.12,0.957,OK
M-107,2026-09-03 04:00:00,17.87,222.36,70.96,0.945,OK
M-107,2026-09-03 05:00:00,14.13,221.85,68.18,0.956,OK
M-107,2026-09-03 06:00:00,19.72,220.55,87.68,0.947,OK
M-107,2026-09-03 07:00:00,20.04,219.79,90.84,0.961,OK
M-107,2026-09-03 08:00:00,22.87,220.77,108.93,0.973,OK
M-107,2026-09-03 09:00:00,23.1,221.73,108.06,0.937,OK
M-107,2026-09-03 10:00:00,23.45,220.38,106.72,0.943,OK
M-107,2026-09-03 11:00:00,24.63,221.68,105.72,0.955,OK
M-107,2026-09-03 12:00:00,22.12,219.3,109.08,0.959,OK
M-107,2026-09-03 13:00:00,23.01,219.45,107.55,0.952,OK
M-107,2026-09-03 14:00:00,24.45,220.27,105.1,0.957,OK
M-107,2026-09-03 15:00:00,24.0,223.42,100.22,0.958,OK
M-107,2026-09-03 16:00:00,24.22,218.77,107.09,0.96,OK
M-107,2026-09-03 17:00:00,22.95,220.74,109.15,0.954,OK
M-107,2026-09-03 18:00:00,18.55,219.57,90.91,0.984,OK
M-107,2026-09-03 19:00:00,21.56,222.53,93.22,0.949,OK
M-107,2026-09-03 20:00:00,20.49,219.14,88.03,0.973,OK
M-107,2026-09-03 21:00:00,20.45,219.53,88.23,0.941,OK
M-107,2026-09-03 22:00:00,17.5,219.08,91.16,0.954,OK
M-107,2026-09-03 23:00:00,18.48,221.29,84.04,0.945,OK
M-107,2026-09-04 00:00:00,15.96,220.09,65.32,0.914,OK
M-107,2026-09-04 01:00:00,12.94,223.5,74.51,0.951,OK
M-107,2026-09-04 02:00:00,14.3,222.05,68.22,0.942,OK
M-107,2026-09-04 03:00:00,15.36,220.32,69.08,0.942,OK
M-107,2026-09-04 04:00:00,15.41,221.54,66.19,0.943,OK
M-107,2026-09-04 05:00:00,15.25,220.8,73.27,0.964,OK
M-107,2026-09-04 06:00:00,17.53,221.03,86.91,0.979,OK
M-107,2026-09-04 07:00:00,17.36,222.75,88.03,0.938,OK
M-107,2026-09-04 08:00:00,23.31,221.22,108.52,0.973,OK
M-107,2026-09-04 09:00:00,23.97,220.57,111.5,0.939,OK
M-107,2026-09-04 10:00:00,23.29,221.58,104.04,0.944,OK
M-107,2026-09-04 11:00:00,22.85,219.63,109.02,0.962,OK
M-107,2026-09-04 12:00:00,23.04,220.53,111.0,0.959,OK
M-107,2026-09-04 13:00:00,23.7,221.13,109.75,0.925,OK
M-107,2026-09-04 14:00:00,24.53,221.95,107.26,0.96,OK
M-107,2026-09-04 15:00:00,22.75,221.79,104.78,0.945,OK
M-107,2026-09-04 16:00:00,24.46,222.23,106.99,0.956,OK
M-107,2026-09-04 17:00:00,23.81,221.28,106.4,0.968,OK
M-107,2026-09-04 18:00:00,19.27,221.06,89.91,0.952,OK
M-107,2026-09-04 19:00:00,21.04,221.1,91.93,0.953,OK
M-107,2026-09-04 20:00:00,18.62,221.37,87.8,0.963,OK
M-107,2026-09-04 21:00:00,20.07,222.17,84.99,0.949,OK
M-107,2026-09-04 22:00:00,18.33,222.76,92.33,0.954,OK
M-107,2026-09-04 23:00:00,20.03,222.67,90.62,0.961,OK
M-107,2026-09-05 00:00:00,13.79,222.28,75.15,0.942,OK
M-107,2026-09-05 01:00:00,14.09,220.67,70.63,0.955,OK
M-107,2026-09-05 02:00:00,15.86,219.66,67.42,0.956,OK
M-107,2026-09-05 03:00:00,14.59,219.39,69.56,0.946,OK
M-107,2026-09-05 04:00:00,15.83,220.05,70.94,0.932,OK
M-107,2026-09-05 05:00:00,15.14,221.49,70.8,0.942,OK
M-107,2026-09-05 06:00:00,19.62,221.25,92.83,0.926,OK
M-107,2026-09-05 07:00:00,19.52,219.46,94.45,0.95,OK
M-107,2026-09-05 08:00:00,23.29,221.23,107.81,0.967,OK
M-107,2026-09-05 09:00:00,23.6,220.86,111.35,0.945,OK
M-107,2026-09-05 10:00:00,22.85,221.33,102.07,0.981,OK
M-107,2026-09-05 11:00:00,23.98,220.5,109.58,0.946,OK
M-107,2026-09-05 12:00:00,24.5,222.79,113.55,0.962,OK
M-107,2026-09-05 13:00:00,23.56,220.1,108.15,0.928,OK
M-107,2026-09-05 14:00:00,22.39,220.65,107.67,0.928,OK
M-107,2026-09-05 15:00:00,23.48,219.59,106.56,0.944,OK
M-107,2026-09-05 16:00:00,23.2,222.11,105.67,0.921,OK
M-107,2026-09-05 17:00:00,21.53,221.12,107.53,0.956,OK
M-107,2026-09-05 18:00:00,18.78,220.99,85.57,0.943,OK
M-107,2026-09-05 19:00:00,20.87,220.94,87.35,0.987,OK
M-107,2026-09-05 20:00:00,19.13,221.78,89.99,0.961,OK
M-107,2026-09-05 21:00:00,19.61,221.12,88.9,0.941,OK
M-107,2026-09-05 22:00:00,19.65,222.45,94.41,0.955,OK
M-107,2026-09-05 23:00:00,20.18,220.69,85.71,0.964,OK
M-107,2026-09-06 00:00:00,16.61,220.42,66.81,0.983,OK
M-107,2026-09-06 01:00:00,15.22,221.25,74.59,0.954,OK
M-107,2026-09-06 02:00:00,14.81,222.63,71.95,0.934,OK
M-107,2026-09-06 03:00:00,14.77,220.84,71.87,0.943,OK
M-107,2026-09-06 04:00:00,16.13,220.46,72.43,0.953,OK
M-107,2026-09-06 05:00:00,13.91,221.15,66.43,0.95,OK
M-107,2026-09-06 06:00:00,18.35,219.72,86.17,0.957,OK
M-107,2026-09-06 07:00:00,17.35,218.76,85.29,0.956,OK
M-107,2026-09-06 08:00:00,21.72,222.97,107.62,0.975,OK
M-107,2026-09-06 09:00:00,21.71,219.81,108.42,0.932,OK
M-107,2026-09-06 10:00:00,23.41,221.72,111.2,0.939,OK
M-107,2026-09-06 11:00:00,24.23,220.1,100.79,0.938,OK
M-107,2026-09-06 12:00:00,23.6,220.83,106.91,0.947,OK
M-107,2026-09-06 13:00:00,23.54,221.18,109.14,0.946,OK
M-107,2026-09-06 14:00:00,23.92,220.33,110.0,0.949,OK
M-107,2026-09-06 15:00:00,24.68,223.17,104.21,0.93,OK
M-107,2026-09-06 16:00:00,23.17,223.63,104.67,0.942,OK
M-107,2026-09-06 17:00:00,23.02,221.11,106.41,0.945,OK
M-107,2026-09-06 18:00:00,19.19,221.07,77.73,0.95,OK
M-107,2026-09-06 19:00:00,20.36,220.77,92.25,0.962,OK
M-107,2026-09-06 20:00:00,18.22,220.31,90.62,0.932,OK
M-107,2026-09-06 21:00:00,19.13,221.22,92.52,0.972,OK
M-107,2026-09-06 22:00:00,18.57,220.22,91.46,0.953,OK
M-107,2026-09-06 23:00:00,19.54,221.3,90.3,0.939,OK
M-107,2026-09-07 00:00:00,16.0,220.3,74.31,0.922,OK
M-107,2026-09-07 01:00:00,15.62,220.84,68.13,0.958,OK
M-107,2026-09-07 02:00:00,14.66,220.88,68.31,0.972,OK
M-107,2026-09-07 03:00:00,15.15,219.56,65.41,0.952,OK
M-107,2026-09-07 04:00:00,13.99,221.76,64.43,0.96,OK
M-107,2026-09-07 05:00:00,14.75,221.23,70.0,0.959,OK
M-107,2026-09-07 06:00:00,19.92,220.71,80.5,0.958,OK
M-107,2026-09-07 07:00:00,18.91,221.9,88.43,0.951,OK
M-107,2026-09-07 08:00:00,25.03,220.86,110.9,0.947,OK
M-107,2026-09-07 09:00:00,20.67,219.38,106.54,0.953,OK
M-107,2026-09-07 10:00:00,23.67,222.68,109.61,0.95,OK
M-107,2026-09-07 11:00:00,25.8,219.43,108.22,0.942,OK
M-107,2026-09-07 12:00:00,23.15,219.86,109.3,0.946,OK
M-107,2026-09-07 13:00:00,23.36,221.97,106.18,0.96,OK
M-107,2026-09-07 14:00:00,24.69,222.44,106.53,0.93,OK
M-107,2026-09-07 15:00:00,22.13,221.01,103.88,0.968,OK
M-107,2026-09-07 16:00:00,22.92,220.74,106.09,0.959,OK
M-107,2026-09-07 17:00:00,23.04,219.39,105.92,0.941,OK
M-107,2026-09-07 18:00:00,20.5,220.11,88.59,0.969,OK
M-107,2026-09-07 19:00:00,18.73,222.68,92.58,0.951,OK
M-107,2026-09-07 20:00:00,17.82,221.46,95.19,0.945,OK
M-107,2026-09-07 21:00:00,20.28,222.57,90.43,0.94,OK
M-107,2026-09-07 22:00:00,19.64,221.8,84.76,0.95,OK
M-107,2026-09-07 23:00:00,19.6,220.7,87.88,0.937,OK
M-107,2026-09-08 00:00:00,15.91,220.33,73.59,0.958,OK
M-107,2026-09-08 01:00:00,15.55,219.17,69.14,0.93,OK
M-107,2026-09-08 02:00:00,14.34,222.69,62.7,0.956,OK
M-107,2026-09-08 03:00:00,15.09,218.81,62.55,0.95,OK
M-107,2026-09-08 04:00:00,17.09,222.04,67.02,0.943,OK
M-107,2026-09-08 05:00:00,15.18,220.58,72.76,0.94,OK
M-107,2026-09-08 06:00:00,20.74,222.31,88.46,0.94,OK
M-107,2026-09-08 07:00:00,20.73,221.52,89.14,0.952,OK
M-107,2026-09-08 08:00:00,23.01,220.47,107.51,0.964,OK
M-107,2026-09-08 09:00:00,23.32,218.98,103.03,0.924,OK
M-107,2026-09-08 10:00:00,24.14,221.36,104.07,0.952,OK
M-107,2026-09-08 11:00:00,23.46,221.19,108.84,0.909,OK
M-107,2026-09-08 12:00:00,23.2,222.97,108.8,0.975,OK
M-107,2026-09-08 13:00:00,22.16,219.12,106.47,0.973,OK
M-107,2026-09-08 14:00:00,24.53,221.2,108.57,0.971,OK
M-107,2026-09-08 15:00:00,24.73,221.55,110.99,0.945,OK
M-107,2026-09-08 16:00:00,24.29,220.77,109.97,0.945,OK
M-107,2026-09-08 17:00:00,24.65,220.1,112.51,0.946,OK
M-107,2026-09-08 18:00:00,19.67,220.37,89.78,0.978,OK
M-107,2026-09-08 19:00:00,19.74,223.11,89.91,0.943,OK
M-107,2026-09-08 20:00:00,19.23,220.79,84.56,0.928,OK
M-107,2026-09-08 21:00:00,20.07,220.67,89.58,0.948,OK
M-107,2026-09-08 22:00:00,20.08,221.25,84.91,0.96,OK
M-107,2026-09-08 23:00:00,17.54,218.99,90.37,0.948,OK
M-107,2026-09-09 00:00:00,13.96,219.61,73.41,0.925,OK
M-107,2026-09-09 01:00:00,15.25,219.19,67.88,0.958,OK
M-107,2026-09-09 02:00:00,13.13,220.31,66.01,0.962,OK
M-107,2026-09-09 03:00:00,16.42,220.82,72.43,0.914,OK
M-107,2026-09-09 04:00:00,15.51,222.48,73.53,0.957,OK
M-107,2026-09-09 05:00:00,13.93,223.32,67.54,0.929,OK
M-107,2026-09-09 06:00:00,18.17,220.48,91.15,0.932,OK
M-107,2026-09-09 07:00:00,20.85,220.54,89.7,0.933,OK
M-107,2026-09-09 08:00:00,25.57,222.68,107.45,0.963,OK
M-107,2026-09-09 09:00:00,23.0,222.74,105.98,0.972,OK
M-107,2026-09-09 10:00:00,21.64,220.85,109.17,0.935,OK
M-107,2026-09-09 11:00:00,23.78,220.44,103.47,0.938,OK
M-107,2026-09-09 12:00:00,23.02,219.78,107.31,0.974,OK
M-107,2026-09-09 13:00:00,24.01,220.81,112.9,0.942,OK
M-107,2026-09-09 14:00:00,25.28,220.79,105.79,0.961,OK
M-107,2026-09-09 15:00:00,22.28,221.7,109.65,0.969,OK
M-107,2026-09-09 16:00:00,24.41,220.87,111.42,0.937,OK
M-107,2026-09-09 17:00:00,25.63,219.29,102.94,0.958,OK
M-107,2026-09-09 18:00:00,20.94,222.2,88.89,0.92,OK
M-107,2026-09-09 19:00:00,18.82,221.94,82.7,0.927,OK
M-107,2026-09-09 20:00:00,18.04,222.27,89.86,0.948,OK
M-107,2026-09-09 21:00:00,19.89,220.74,89.93,0.934,OK
M-107,2026-09-09 22:00:00,19.88,222.07,90.16,0.955,OK
M-107,2026-09-09 23:00:00,18.15,221.0,90.39,0.943,OK
M-107,2026-09-10 00:00:00,14.83,222.07,67.05,0.929,OK
M-107,2026-09-10 01:00:00,14.13,222.94,68.13,0.966,OK
M-107,2026-09-10 02:00:00,13.48,222.62,73.17,0.932,OK
M-107,2026-09-10 03:00:00,12.6,222.35,68.9,0.974,OK
M-107,2026-09-10 04:00:00,14.25,218.33,74.38,0.944,OK
M-107,2026-09-10 05:00:00,14.7,222.56,72.58,0.964,OK
M-107,2026-09-10 06:00:00,17.97,221.61,90.91,0.925,OK
M-107,2026-09-10 07:00:00,17.25,220.78,91.43,0.931,OK
M-107,2026-09-10 08:00:00,23.31,220.9,108.61,0.927,OK
M-107,2026-09-10 09:00:00,25.41,220.6,110.53,0.946,OK
M-107,2026-09-10 10:00:00,23.88,221.39,104.13,0.93,OK
M-107,2026-09-10 11:00:00,23.45,219.66,104.01,0.975,OK
M-107,2026-09-10 12:00:00,23.58,218.59,108.14,0.941,OK
M-107,2026-09-10 13:00:00,23.98,218.42,108.1,0.953,OK
M-107,2026-09-10 14:00:00,23.89,220.21,111.37,0.916,OK
M-107,2026-09-10 15:00:00,22.52,221.88,104.23,0.909,OK
M-107,2026-09-10 16:00:00,23.07,221.01,111.8,0.963,OK
M-107,2026-09-10 17:00:00,21.88,222.72,102.71,0.952,OK
M-107,2026-09-10 18:00:00,19.42,221.12,84.97,0.933,OK
M-107,2026-09-10 19:00:00,20.51,221.58,96.5,0.94,OK
M-107,2026-09-10 20:00:00,16.79,222.87,83.27,0.935,OK
M-107,2026-09-10 21:00:00,18.95,222.78,90.29,0.947,OK
M-107,2026-09-10 22:00:00,18.92,220.25,88.53,0.941,OK
M-107,2026-09-10 23:00:00,19.73,223.56,88.88,0.957,OK
M-107,2026-09-11 00:00:00,16.27,221.63,65.91,0.939,OK
M-107,2026-09-11 01:00:00,15.52,221.06,71.19,0.986,OK
M-107,2026-09-11 02:00:00,16.55,221.92,72.65,0.976,OK
M-107,2026-09-11 03:00:00,13.68,219.81,73.23,0.942,OK
M-107,2026-09-11 04:00:00,15.68,219.62,72.82,0.942,OK
M-107,2026-09-11 05:00:00,15.22,222.02,68.56,0.99,OK
M-107,2026-09-11 06:00:00,19.74,219.44,86.11,0.945,OK
M-107,2026-09-11 07:00:00,18.38,221.54,89.72,0.943,OK
M-107,2026-09-11 08:00:00,25.5,220.86,105.31,0.96,OK
M-107,2026-09-11 09:00:00,24.41,221.51,111.35,0.966,OK
M-107,2026-09-11 10:00:00,22.85,222.09,110.27,0.973,OK
M-107,2026-09-11 11:00:00,21.85,221.99,104.8,0.91,OK
M-107,2026-09-11 12:00:00,24.01,220.31,110.7,0.944,OK
M-107,2026-09-11 13:00:00,22.45,220.41,105.96,0.94,OK
M-107,2026-09-11 14:00:00,22.78,220.66,106.71,0.978,OK
M-107,2026-09-11 15:00:00,23.13,220.31,108.55,0.941,OK
M-107,2026-09-11 16:00:00,21.82,219.55,102.81,0.953,OK
M-107,2026-09-11 17:00:00,24.6,220.34,102.16,0.929,OK
M-107,2026-09-11 18:00:00,19.06,220.46,91.55,0.949,OK
M-107,2026-09-11 19:00:00,20.78,220.09,89.69,0.952,OK
M-107,2026-09-11 20:00:00,18.49,221.62,89.58,0.929,OK
M-107,2026-09-11 21:00:00,19.5,221.65,87.97,0.962,OK
M-107,2026-09-11 22:00:00,19.8,222.12,87.41,0.937,OK
M-107,2026-09-11 23:00:00,18.0,220.92,78.73,0.938,OK
M-107,2026-09-12 00:00:00,15.52,220.22,63.21,0.957,OK
M-107,2026-09-12 01:00:00,14.09,220.33,70.35,0.95,OK
M-107,2026-09-12 02:00:00,15.72,221.11,71.98,0.938,OK
M-107,2026-09-12 03:00:00,14.66,219.77,71.03,0.947,OK
M-107,2026-09-12 04:00:00,14.73,219.79,68.81,0.922,OK
M-107,2026-09-12 05:00:00,15.64,218.85,72.01,0.956,OK
M-107,2026-09-12 06:00:00,20.4,220.5,90.11,0.936,OK
M-107,2026-09-12 07:00:00,19.4,221.11,89.06,0.947,OK
M-107,2026-09-12 08:00:00,22.44,221.57,108.79,0.953,OK
M-107,2026-09-12 09:00:00,23.63,220.25,112.56,0.969,OK
M-107,2026-09-12 10:00:00,22.79,222.48,110.85,0.946,OK
M-107,2026-09-12 11:00:00,25.18,219.95,108.93,0.944,OK
M-107,2026-09-12 12:00:00,24.65,219.73,110.29,0.948,OK
M-107,2026-09-12 13:00:00,23.72,223.83,106.0,0.954,OK
M-107,2026-09-12 14:00:00,23.46,220.56,111.09,0.965,OK
M-107,2026-09-12 15:00:00,21.85,222.26,106.16,0.974,OK
M-107,2026-09-12 16:00:00,22.75,221.68,104.85,0.941,OK
M-107,2026-09-12 17:00:00,23.25,220.35,110.15,0.921,OK
M-107,2026-09-12 18:00:00,18.02,218.76,88.35,0.946,OK
M-107,2026-09-12 19:00:00,17.93,223.6,93.24,0.934,OK
M-107,2026-09-12 20:00:00,19.58,220.63,85.44,0.977,OK
M-107,2026-09-12 21:00:00,18.85,219.87,87.46,0.967,OK
M-107,2026-09-12 22:00:00,16.06,220.94,86.99,0.94,OK
M-107,2026-09-12 23:00:00,20.18,219.31,91.93,0.981,OK
M-107,2026-09-13 00:00:00,13.7,221.18,72.99,0.942,OK
M-107,2026-09-13 01:00:00,14.71,221.25,69.02,0.936,OK
M-107,2026-09-13 02:00:00,14.89,219.54,66.81,0.938,OK
M-107,2026-09-13 03:00:00,13.97,221.52,67.86,0.952,OK
M-107,2026-09-13 04:00:00,17.09,221.56,62.49,0.95,OK
M-107,2026-09-13 05:00:00,15.94,220.8,71.27,0.953,OK
M-107,2026-09-13 06:00:00,18.58,218.75,90.16,0.962,OK
M-107,2026-09-13 07:00:00,19.3,220.72,86.86,0.948,OK
M-107,2026-09-13 08:00:00,24.82,222.46,117.22,0.942,OK
M-107,2026-09-13 09:00:00,24.15,219.89,109.54,0.931,OK
M-107,2026-09-13 10:00:00,23.46,219.07,109.94,0.939,OK
M-107,2026-09-13 11:00:00,24.09,222.7,107.65,0.929,OK
M-107,2026-09-13 12:00:00,25.87,218.57,102.91,0.949,OK
M-107,2026-09-13 13:00:00,22.39,220.91,107.4,0.947,OK
M-107,2026-09-13 14:00:00,22.68,220.62,108.82,0.967,OK
M-107,2026-09-13 15:00:00,23.34,218.97,104.63,0.947,OK
M-107,2026-09-13 16:00:00,22.25,221.63,103.47,0.923,OK
M-107,2026-09-13 17:00:00,24.93,220.95,108.0,0.934,OK
M-107,2026-09-13 18:00:00,20.08,220.18,88.31,0.953,OK
M-107,2026-09-13 19:00:00,17.64,219.66,83.41,0.955,OK
M-107,2026-09-13 20:00:00,19.32,219.9,91.47,0.959,OK
M-107,2026-09-13 21:00:00,19.21,221.46,85.49,0.949,OK
M-107,2026-09-13 22:00:00,18.69,220.84,88.45,0.948,OK
M-107,2026-09-13 23:00:00,18.91,221.09,84.41,0.938,OK
M-107,2026-09-14 00:00:00,14.1,221.88,68.4,0.953,OK
M-107,2026-09-14 01:00:00,14.59,221.76,67.41,0.914,OK
M-107,2026-09-14 02:00:00,15.92,219.3,63.5,0.942,OK
M-107,2026-09-14 03:00:00,17.29,221.85,74.15,0.955,OK
M-107,2026-09-14 04:00:00,13.26,220.34,69.59,0.938,OK
M-107,2026-09-14 05:00:00,15.27,222.04,67.71,0.921,OK
M-107,2026-09-14 06:00:00,19.4,220.51,85.68,0.955,OK
M-107,2026-09-14 07:00:00,18.2,220.75,88.81,0.94,OK
M-107,2026-09-14 08:00:00,23.05,220.08,107.06,0.95,OK
M-107,2026-09-14 09:00:00,23.24,222.91,105.69,0.956,OK
M-107,2026-09-14 10:00:00,23.14,219.77,107.96,0.943,OK
M-107,2026-09-14 11:00:00,23.2,221.46,103.78,0.942,OK
M-107,2026-09-14 12:00:00,23.16,224.55,105.81,0.94,OK
M-107,2026-09-14 13:00:00,21.45,221.91,102.72,0.97,OK
M-107,2026-09-14 14:00:00,22.84,221.89,111.36,0.947,OK
M-107,2026-09-14 15:00:00,23.26,222.05,108.06,0.956,OK
M-107,2026-09-14 16:00:00,22.84,223.38,107.0,0.954,OK
M-107,2026-09-14 17:00:00,24.39,221.33,109.14,0.952,OK
M-107,2026-09-14 18:00:00,20.22,221.32,90.48,0.94,OK
M-107,2026-09-14 19:00:00,19.71,220.63,88.12,0.99,OK
M-107,2026-09-14 20:00:00,17.78,219.96,91.2,0.952,OK
M-107,2026-09-14 21:00:00,21.89,220.13,85.43,0.95,OK
M-107,2026-09-14 22:00:00,18.47,220.36,90.97,0.96,OK
M-107,2026-09-14 23:00:00,17.99,220.73,82.9,0.926,OK
M-108,2026-09-01 00:00:00,40.89,218.75,168.21,0.936,OK
M-108,2026-09-01 01:00:00,37.1,222.45,168.24,0.915,OK
M-108,2026-09-01 02:00:00,37.81,220.85,172.17,0.937,OK
M-108,2026-09-01 03:00:00,36.67,219.73,171.82,0.941,OK
M-108,2026-09-01 04:00:00,36.06,219.09,178.85,0.93,OK
M-108,2026-09-01 05:00:00,36.07,218.95,168.91,0.915,OK
M-108,2026-09-01 06:00:00,48.01,220.83,217.86,0.918,OK
M-108,2026-09-01 07:00:00,47.15,221.19,219.62,0.933,OK
M-108,2026-09-01 08:00:00,59.18,218.63,264.5,0.911,OK
M-108,2026-09-01 09:00:00,61.71,218.97,270.39,0.922,OK
M-108,2026-09-01 10:00:00,57.87,220.55,266.14,0.926,OK
M-108,2026-09-01 11:00:00,63.11,221.57,272.55,0.94,OK
M-108,2026-09-01 12:00:00,58.6,219.58,270.59,0.954,OK
M-108,2026-09-01 13:00:00,60.09,220.15,269.59,0.956,OK
M-108,2026-09-01 14:00:00,56.78,219.78,274.31,0.909,OK
M-108,2026-09-01 15:00:00,58.01,220.78,263.85,0.914,OK
M-108,2026-09-01 16:00:00,59.66,219.19,272.2,0.926,OK
M-108,2026-09-01 17:00:00,57.01,223.09,267.63,0.942,OK
M-108,2026-09-01 18:00:00,48.28,219.95,218.96,0.932,OK
M-108,2026-09-01 19:00:00,48.01,218.86,222.39,0.916,OK
M-108,2026-09-01 20:00:00,49.43,220.87,217.29,0.93,OK
M-108,2026-09-01 21:00:00,45.47,217.98,221.13,0.94,OK
M-108,2026-09-01 22:00:00,48.31,221.29,226.35,0.914,OK
M-108,2026-09-01 23:00:00,45.12,218.53,218.53,0.957,OK
M-108,2026-09-02 00:00:00,38.14,219.66,175.6,0.927,OK
M-108,2026-09-02 01:00:00,38.1,220.37,176.12,0.914,OK
M-108,2026-09-02 02:00:00,41.08,219.45,171.92,0.888,OK
M-108,2026-09-02 03:00:00,39.3,220.12,173.1,0.924,OK
M-108,2026-09-02 04:00:00,37.12,220.56,171.69,0.94,OK
M-108,2026-09-02 05:00:00,37.74,219.91,175.65,0.922,OK
M-108,2026-09-02 06:00:00,49.12,220.28,216.72,0.907,OK
M-108,2026-09-02 07:00:00,46.91,219.79,214.74,0.954,OK
M-108,2026-09-02 08:00:00,59.15,222.82,270.73,0.936,OK
M-108,2026-09-02 09:00:00,57.98,220.0,266.92,0.921,OK
M-108,2026-09-02 10:00:00,58.36,221.23,271.76,0.905,OK
M-108,2026-09-02 11:00:00,57.89,220.72,267.41,0.947,OK
M-108,2026-09-02 12:00:00,64.22,219.5,267.4,0.939,OK
M-108,2026-09-02 13:00:00,58.13,219.5,268.38,0.891,OK
M-108,2026-09-02 14:00:00,59.58,221.53,268.25,0.93,OK
M-108,2026-09-02 15:00:00,57.1,217.49,268.03,0.912,OK
M-108,2026-09-02 16:00:00,60.5,221.11,268.06,0.9,OK
M-108,2026-09-02 17:00:00,58.92,221.15,267.37,0.94,OK
M-108,2026-09-02 18:00:00,49.92,219.56,225.42,0.95,OK
M-108,2026-09-02 19:00:00,46.88,220.9,217.56,0.907,OK
M-108,2026-09-02 20:00:00,49.79,221.29,221.1,0.929,OK
M-108,2026-09-02 21:00:00,48.86,219.2,222.33,0.919,OK
M-108,2026-09-02 22:00:00,49.61,219.51,220.71,0.929,OK
M-108,2026-09-02 23:00:00,51.63,219.43,219.47,0.904,OK
M-108,2026-09-03 00:00:00,38.08,221.0,174.77,0.932,OK
M-108,2026-09-03 01:00:00,39.88,221.34,174.99,0.945,OK
M-108,2026-09-03 02:00:00,40.99,218.41,172.29,0.94,OK
M-108,2026-09-03 03:00:00,39.56,221.54,177.51,0.959,OK
